global_step,return
1000,-278.41070556640625
2000,-198.93893432617188
3000,-317.4502868652344
4000,-358.1772766113281
5000,-219.30247497558594
6000,-114.96991729736328
7000,-92.55987548828125
8000,-257.3613586425781
9000,-156.87742614746094
10000,-409.7789001464844
11000,-206.85804748535156
12000,-277.6700134277344
13000,-236.9356689453125
14000,-48.772918701171875
15000,542.1253051757812
16000,447.54937744140625
17000,1073.5396728515625
18000,1486.285888671875
19000,1547.7598876953125
20000,2327.513916015625
21000,2230.052734375
22000,2304.98583984375
23000,2117.378662109375
24000,2342.036865234375
25000,2775.115478515625
26000,2830.28125
27000,2863.44189453125
28000,2799.67626953125
29000,2836.43017578125
30000,2860.40234375
31000,2828.57861328125
32000,3398.148681640625
33000,3570.681640625
34000,3016.11767578125
35000,3519.170166015625
36000,3685.5546875
37000,3696.72265625
38000,3431.768798828125
39000,3239.61572265625
40000,3789.9775390625
41000,3548.582275390625
42000,3742.46240234375
43000,3916.316162109375
44000,3893.95263671875
45000,4017.159423828125
46000,3855.90380859375
47000,3932.7939453125
48000,3569.90966796875
49000,4064.484619140625
50000,4195.66748046875
51000,4221.740234375
52000,4043.19970703125
53000,4367.486328125
54000,4191.8232421875
55000,4351.67236328125
56000,4290.53173828125
57000,4079.4990234375
58000,4508.70703125
59000,4384.19921875
60000,4226.64404296875
61000,4339.0546875
62000,4348.8974609375
63000,4383.55615234375
64000,4518.5634765625
65000,4217.875
66000,4422.30322265625
67000,4116.0185546875
68000,4539.71826171875
69000,4480.146484375
70000,4410.634765625
71000,4656.92431640625
72000,4715.69775390625
73000,4552.15771484375
74000,4772.89208984375
75000,4707.4384765625
76000,4211.82177734375
77000,4864.91455078125
78000,4722.07861328125
79000,4739.85888671875
80000,4754.865234375
81000,1538.2586669921875
82000,4643.80419921875
83000,4956.14697265625
84000,4498.59033203125
85000,4947.9970703125
86000,4773.025390625
87000,4998.4638671875
88000,4979.84326171875
89000,4894.2470703125
90000,4480.34716796875
91000,4945.4814453125
92000,5011.93408203125
93000,4940.05126953125
94000,4868.86767578125
95000,5035.40673828125
96000,5017.6064453125
97000,4973.68505859375
98000,5043.26953125
99000,5096.3486328125
100000,4911.9814453125
101000,5023.30078125
102000,5061.93994140625
103000,5193.97021484375
104000,5307.8515625
105000,5436.0361328125
106000,5317.95556640625
107000,5650.19970703125
108000,5448.41455078125
109000,5488.45263671875
110000,5634.8603515625
111000,5374.88330078125
112000,5520.04052734375
113000,5582.05615234375
114000,5345.88232421875
115000,5575.763671875
116000,5243.60888671875
117000,5301.50146484375
118000,5683.1982421875
119000,5503.05224609375
120000,5636.6630859375
