global_step,return
1000,-217.61032104492188
2000,-183.1869354248047
3000,-278.3747863769531
4000,-343.3619384765625
5000,-218.44866943359375
6000,-110.9422378540039
7000,-291.8359069824219
8000,-290.3997497558594
9000,-365.65631103515625
10000,-387.5817565917969
11000,-166.70285034179688
12000,-202.236572265625
13000,-192.58323669433594
14000,52.21195602416992
15000,-40.712120056152344
16000,-237.2991485595703
17000,1411.7108154296875
18000,155.9202117919922
19000,1639.1783447265625
20000,1803.4189453125
21000,1995.9742431640625
22000,295.21844482421875
23000,1491.5150146484375
24000,1986.8773193359375
25000,1994.9149169921875
26000,2408.690673828125
27000,2265.945556640625
28000,2290.140869140625
29000,2051.558837890625
30000,2678.115966796875
31000,2660.903076171875
32000,2575.402099609375
33000,2701.874755859375
34000,1806.53076171875
35000,573.7078247070312
36000,3142.2890625
37000,3181.275146484375
38000,3452.00341796875
39000,3203.89208984375
40000,3348.10205078125
41000,2247.748291015625
42000,3404.224365234375
43000,3774.204345703125
44000,4173.9580078125
45000,4394.4296875
46000,3612.3837890625
47000,3496.672607421875
48000,4204.419921875
49000,929.1198120117188
50000,5281.95166015625
51000,4837.1953125
52000,1662.435791015625
53000,2957.6962890625
54000,5233.24853515625
55000,4960.26220703125
56000,404.1162414550781
57000,5109.44091796875
58000,5508.345703125
59000,5115.158203125
60000,4906.5341796875
61000,5108.54150390625
62000,5238.44873046875
63000,5051.501953125
64000,5631.85986328125
65000,5558.72509765625
66000,4753.05126953125
67000,5520.96337890625
68000,5774.02197265625
69000,4631.63232421875
70000,5848.79833984375
71000,5386.1669921875
72000,5875.58642578125
73000,4932.064453125
74000,5693.15771484375
75000,5851.66552734375
76000,5387.28759765625
77000,5646.6103515625
78000,5754.03466796875
79000,5565.9091796875
80000,5816.54638671875
81000,5800.541015625
82000,5591.58251953125
83000,5647.94775390625
84000,5415.23291015625
85000,5649.01123046875
86000,5614.59912109375
87000,5152.3876953125
88000,5839.7080078125
89000,5741.27978515625
90000,5805.5302734375
91000,4576.94921875
92000,5782.47802734375
93000,5685.130859375
94000,5889.88818359375
95000,5712.95654296875
96000,5594.9580078125
97000,5639.44970703125
98000,5704.5234375
99000,5723.095703125
100000,5089.10009765625
101000,5734.79248046875
102000,5671.357421875
103000,5888.89404296875
104000,5549.4599609375
105000,5762.07470703125
106000,6006.47119140625
107000,5819.49658203125
108000,5682.59423828125
109000,5789.1201171875
110000,5643.82763671875
111000,5808.4326171875
112000,5478.302734375
113000,5657.77685546875
114000,5941.50244140625
115000,5911.5810546875
116000,5629.8310546875
117000,5796.025390625
118000,6027.88623046875
119000,5341.52001953125
120000,5807.556640625
121000,5873.7900390625
122000,5778.57470703125
123000,5967.1884765625
124000,5782.2099609375
125000,5539.642578125
