global_step,return
1000,-523.4520874023438
2000,-179.02000427246094
3000,-296.3760681152344
4000,-322.1296691894531
5000,-403.7144470214844
6000,-244.8638916015625
7000,-211.65768432617188
8000,-185.6830596923828
9000,-161.1756134033203
10000,-247.49002075195312
11000,-54.94652557373047
12000,-132.19024658203125
13000,-119.8438720703125
14000,147.1189727783203
15000,788.5596923828125
16000,1201.397705078125
17000,1255.072998046875
18000,246.3470458984375
19000,445.5247497558594
20000,1557.0506591796875
21000,629.0847778320312
22000,1228.994140625
23000,691.160400390625
24000,2078.79443359375
25000,2199.59033203125
26000,2249.38671875
27000,2185.76171875
28000,2644.09375
29000,2653.601806640625
30000,2895.52783203125
31000,2677.5556640625
32000,3105.946044921875
33000,3021.444580078125
34000,2894.1474609375
35000,862.3060913085938
36000,3138.050537109375
37000,3495.921630859375
38000,3536.013671875
39000,4152.208984375
40000,3747.3544921875
41000,3713.523193359375
42000,3907.87158203125
43000,3705.67919921875
44000,4491.28759765625
45000,3864.498779296875
46000,4416.77490234375
47000,3911.850341796875
48000,853.2146606445312
49000,4138.4345703125
50000,4495.4130859375
51000,4640.43701171875
52000,4742.83056640625
53000,4908.2646484375
54000,4666.12158203125
55000,4777.5673828125
56000,4121.33642578125
57000,4970.49267578125
58000,4846.9052734375
59000,4905.9296875
60000,5108.04052734375
61000,4781.0634765625
62000,5249.09619140625
63000,4944.595703125
64000,4974.29541015625
65000,5103.69482421875
66000,5127.4052734375
67000,5515.32763671875
68000,5239.953125
69000,5381.37353515625
70000,5747.1259765625
71000,5534.33642578125
72000,5196.39208984375
73000,5627.56640625
74000,5340.5849609375
75000,5421.15966796875
76000,5650.48828125
77000,5817.01025390625
78000,5601.14208984375
79000,5784.67041015625
80000,5314.0283203125
81000,5730.2724609375
82000,5977.53564453125
83000,5900.21875
84000,6034.169921875
85000,6195.08203125
86000,5467.216796875
87000,6089.77734375
88000,2837.06982421875
89000,5661.2529296875
90000,5954.31884765625
91000,5847.060546875
92000,5997.20703125
93000,6114.2607421875
94000,6192.88671875
95000,5791.8828125
96000,6041.361328125
97000,6190.34130859375
98000,6131.30615234375
99000,6144.244140625
100000,6016.80712890625
101000,6158.64794921875
102000,6174.11767578125
103000,6228.66650390625
104000,6360.59326171875
105000,6025.61572265625
106000,6214.24462890625
107000,6230.45263671875
108000,6254.05078125
109000,6182.140625
110000,6339.66162109375
111000,6251.21923828125
112000,6300.9248046875
113000,6407.3837890625
114000,6331.494140625
115000,6517.98046875
116000,6469.2294921875
117000,5967.59375
118000,6487.6083984375
119000,189.0341339111328
120000,6371.54443359375
121000,6512.5224609375
122000,6160.03759765625
123000,6071.5244140625
124000,6501.71533203125
125000,6295.7490234375
126000,6489.45849609375
127000,6424.16015625
128000,6390.16552734375
129000,6591.79248046875
130000,6533.81591796875
131000,6620.564453125
132000,6404.73388671875
133000,6419.771484375
134000,6531.5205078125
135000,6641.49609375
136000,6009.51318359375
137000,6388.82958984375
138000,6485.2470703125
139000,6278.255859375
140000,6427.529296875
141000,6432.73828125
142000,6411.29248046875
143000,2548.911376953125
144000,6415.18505859375
145000,6406.3056640625
146000,6231.86474609375
147000,6811.84228515625
148000,6539.2001953125
149000,6548.10107421875
150000,6797.38671875
151000,6616.22119140625
152000,6804.31787109375
153000,6719.2890625
154000,6606.412109375
155000,5934.55810546875
156000,6508.322265625
157000,6521.89208984375
158000,6553.1630859375
159000,6694.546875
160000,6698.0791015625
161000,6674.61572265625
162000,6936.73583984375
163000,6731.34912109375
164000,6891.50244140625
165000,6726.18798828125
166000,6369.57275390625
167000,6568.65380859375
168000,7150.86572265625
169000,6983.44775390625
170000,6925.3671875
171000,6800.03857421875
172000,6622.2529296875
173000,6797.68896484375
174000,6697.10595703125
175000,6812.0986328125
176000,6904.40869140625
177000,6757.677734375
178000,6910.07421875
179000,6702.42578125
180000,6604.00146484375
181000,6552.6064453125
182000,6947.72216796875
183000,7075.39892578125
184000,6376.041015625
185000,7104.01171875
186000,6968.9111328125
187000,6542.361328125
188000,4193.22412109375
189000,6798.2451171875
190000,6807.1923828125
191000,6842.57421875
192000,6793.38037109375
193000,6766.66259765625
194000,6997.71630859375
195000,6231.4384765625
196000,6170.7548828125
197000,7034.19873046875
198000,7048.91357421875
199000,6863.90771484375
200000,6856.03076171875
201000,6947.783203125
202000,7115.13232421875
203000,7037.02099609375
204000,7204.537109375
205000,6869.599609375
206000,7043.578125
207000,6845.6689453125
208000,7117.51318359375
209000,7189.02783203125
210000,7073.8564453125
211000,6850.84228515625
212000,7278.76416015625
213000,6953.6328125
214000,6942.0419921875
215000,7176.82373046875
216000,6906.580078125
217000,7217.01025390625
218000,6941.490234375
219000,7117.58740234375
220000,474.2378845214844
221000,7226.80810546875
222000,7040.91943359375
223000,7047.7099609375
224000,6977.20654296875
225000,7203.3134765625
